row_number,employee_id,email,password,name,dob,gender,location,job_role,salary,dependents,lifestyle_tags,recommended_plan_type,coverage_level,premium_usd,employer_contrib_usd
909,E2675,millertristan@example.com,xlsGohMzIV,Kyle Collins,1997-04-28,M,"Hartford, CT",Financial Advisor,70395.0,3.0,"mental_health,yoga",Disability,,,289.02
910,E4732,aperez@example.com,zUoS1fWwKl,Mrs. Shannon Jacobson,1991-04-02,Non-Binary,,,,,"active,fitness",,Silver,,
911,E8861,xcrosby@example.org,hHmbfIhCSL,Michael Powers,1996-12-24,F,"Hartford, CT",Project Coordinator,92656.0,2.0,"travel,adventure",Disability,,,
912,E9950,qkim@example.net,2AYvAwHVgJ,Charles Morales,,M,,Project Coordinator,,,,,Platinum,,336.29
913,E7789,figueroapatricia@example.org,gAMtMAnF6J,William Morgan,1989-12-27,M,"Chicago, IL",,79760.0,1.0,"active,fitness",,Platinum,123.98,
914,E4634,bmartinez@example.net,ZSmA6hZ1pe,Dr. Ralph Wheeler DDS,1999-10-26,,"Philadelphia, PA",Financial Advisor,60903.0,1.0,,Disability,,143.7,353.65
915,E9981,qkelly@example.net,W1hjE2rUnM,Victoria Dixon,1991-04-06,,,Financial Advisor,,0.0,"remote,eco",Life,Bronze,297.69,
916,E9880,katrinarodriguez@example.com,zoKMqwqg0n,David Dunlap Jr.,2000-06-11,,,Data Analyst,45568.0,3.0,"family,wellness",Vision,Bronze,145.74,176.83
917,E9820,greertyrone@example.org,DiOr6UcJVN,Janet Shelton,1991-12-11,F,"Fort Wayne, IN",Data Analyst,,,"family,wellness",,Platinum,62.68,297.31
918,E3953,kevinhanson@example.org,tiPkPkV28r,,2001-10-31,,"Philadelphia, PA",,60380.0,2.0,"active,fitness",Health,,75.41,243.46
919,E3544,qharris@example.com,QQbkSrpZ1W,Dennis Cooper PhD,2003-08-25,F,,Project Coordinator,,2.0,,,,81.95,297.34
920,E8658,cisnerosanthony@example.com,cut1Oit1uf,Barbara Cole,,M,"Philadelphia, PA",,,2.0,"mental_health,yoga",Disability,Bronze,,
921,E7937,cramos@example.org,MlXkKwooIy,,,M,"Chicago, IL",Software Engineer,46064.0,1.0,,,,77.97,
922,E5913,travistaylor@example.net,RHIMo8pqnE,Phillip Carroll,2004-07-17,F,"Omaha, NE",Financial Advisor,68722.0,,"tech,gadget",Life,Silver,,121.47
923,E1355,rkeller@example.net,K3wkW2JO57,Karen Dickerson,2001-12-09,,"Hartford, CT",,72978.0,,"mental_health,yoga",Health,,,330.9
924,E1074,myerstroy@example.com,cWLZLvriJG,Heather Levine,1992-10-04,F,"Chicago, IL",Project Coordinator,73418.0,2.0,"travel,adventure",Life,Bronze,,68.02
925,E8214,bryan90@example.org,6ffb9WnZHq,Hannah Harmon,2004-01-21,,"Hartford, CT",UX Designer,,,"tech,gadget",Health,,108.98,
926,E5654,hubbardcolleen@example.com,Sn9xN4OBKH,Gregory Howard,1994-03-29,M,"Hartford, CT",Project Coordinator,60029.0,,"tech,gadget",Vision,,254.49,
927,E8302,brian33@example.org,ht9c2ivd3R,Leslie Lozano,2000-02-01,Non-Binary,"Hartford, CT",Marketing Associate,64716.0,0.0,"mental_health,yoga",Vision,Platinum,264.41,118.55
928,E4616,meltondanny@example.org,bU1fbXf2Wj,Gabriel Murray,2000-12-18,,"Chicago, IL",Data Analyst,87120.0,,"tech,gadget",Vision,,,101.34
929,E7921,abradley@example.com,nqtRsnOMqz,John Johnson,2001-05-28,Non-Binary,,Data Analyst,,2.0,,,Silver,,
930,E8012,nicholas65@example.net,lRA4iyp8zC,John Vazquez,,Non-Binary,"Chicago, IL",Financial Advisor,,3.0,"remote,eco",Vision,Gold,,
931,E8531,matthewshaw@example.net,Yq403b9WYp,Lucas Cox,1998-06-12,,"Omaha, NE",Data Analyst,76458.0,,"family,wellness",,,,
932,E1953,oharris@example.org,YcPTcK2rVc,Kimberly Mitchell,1996-05-10,Non-Binary,"Fort Wayne, IN",Project Coordinator,61001.0,2.0,"travel,adventure",Vision,Silver,,394.35
933,E1220,evansashley@example.org,39cqDb2KVf,,,F,"Omaha, NE",,90182.0,3.0,,Health,Gold,,
934,E2253,vargasjoshua@example.net,tUtECB7fGP,Karen Clark,1997-02-27,,"Hartford, CT",Marketing Associate,87657.0,3.0,"mental_health,yoga",Health,,122.64,181.22
935,E2110,pearsonkevin@example.com,rTkSoSoaUl,Joshua Gonzalez,1992-03-03,F,,Marketing Associate,85838.0,1.0,,,Bronze,,157.63
936,E4493,gking@example.com,JL1fqDUVGv,,1998-03-18,F,,Financial Advisor,,1.0,"mental_health,yoga",Life,Gold,175.06,294.89
937,E7776,barbaralewis@example.net,t733FEtgnf,Debra Little,,,"Fort Wayne, IN",,72420.0,0.0,"family,wellness",,Silver,162.02,170.3
938,E1948,umichael@example.net,ZKHtT4RYe6,,2000-06-04,F,"Chicago, IL",Data Analyst,67620.0,,"mental_health,yoga",Health,Gold,,362.04
939,E1909,edwardjennings@example.com,m9Ie0q3ymq,,2001-08-10,M,,Financial Advisor,82632.0,1.0,"active,fitness",,,,
940,E7579,waltersmeghan@example.com,fmpfv4Pwxm,Maria Scott,1989-05-29,,,Marketing Associate,50763.0,0.0,"family,wellness",,Gold,,309.5
941,E4889,richardwilson@example.org,VZtu4thYJV,Robert Collins,2001-05-27,M,"Chicago, IL",Financial Advisor,,2.0,"family,wellness",,Bronze,232.02,183.19
942,E1282,bcastro@example.com,d5W412SUHO,,2002-11-23,,,Financial Advisor,54957.0,3.0,"tech,gadget",Life,Platinum,,144.85
943,E2414,anthonyclarke@example.com,VaawKoiQZO,Casey Phelps,2002-03-18,M,"Chicago, IL",Data Analyst,,0.0,"tech,gadget",Vision,Platinum,,
944,E6728,dcasey@example.org,fsvl5TZcvR,Edward Brown,,M,"Chicago, IL",,,,"travel,adventure",Vision,,247.25,
945,E1381,qmosley@example.net,q3fOGULGvB,Jennifer Larsen,2003-06-05,,"Hartford, CT",UX Designer,,3.0,"family,wellness",,,135.13,
946,E3261,joelduncan@example.net,1Lb4fgZU3m,Kelly Calderon,1988-03-15,F,"Omaha, NE",Marketing Associate,50219.0,,,Health,Gold,170.68,317.85
947,E3760,tyler13@example.net,8TKsteLTWh,Robert Murphy,2000-08-20,,,Software Engineer,51093.0,3.0,,,,,
948,E9364,vshaffer@example.org,WHz0OHVXA1,Claudia Rodriguez,1996-07-09,M,"Fort Wayne, IN",Project Coordinator,80048.0,1.0,"mental_health,yoga",Health,Bronze,,64.61
949,E9425,taragonzales@example.com,vBIUtR81BF,Amy Ferguson,2002-05-02,M,,,62616.0,2.0,"travel,adventure",,,158.95,289.29
950,E3599,stewartrodney@example.net,7GSNFrITD9,Donald Mueller,,,"Chicago, IL",Software Engineer,66183.0,0.0,"family,wellness",,Gold,,318.63
951,E8140,michaelbaldwin@example.com,t4hNzCHMBp,Walter Obrien,1988-03-06,M,"Fort Wayne, IN",Financial Advisor,48999.0,3.0,,Vision,,,148.27
952,E4522,vazquezkristina@example.org,tXQMkEyAJd,James Fowler,1999-08-30,F,"Philadelphia, PA",Project Coordinator,,,"remote,eco",Health,Gold,,328.1
953,E7557,rebecca18@example.org,VFg7wuqrA4,,1993-06-30,,"Hartford, CT",UX Designer,71404.0,1.0,"active,fitness",,Gold,47.0,103.6
954,E6718,qpennington@example.com,ACVO7RjZGx,Rodney Young,1991-10-30,F,"Fort Wayne, IN",Data Analyst,,2.0,"active,fitness",,,,
955,E7478,michelemartin@example.com,aCJNX1b1E1,Sherry Wang,2002-12-11,Non-Binary,"Philadelphia, PA",Data Analyst,,1.0,,Health,,,146.46
956,E9519,rmccormick@example.org,WRWpHXPvQK,Teresa Ruiz,1997-11-13,F,"Omaha, NE",Data Analyst,,2.0,,,Platinum,,350.94
957,E3862,vhouse@example.net,8jUa1LrXN2,Thomas Garcia,1998-12-02,,"Philadelphia, PA",UX Designer,,0.0,,Vision,,,
958,E2175,hollyhunter@example.com,05QqSIEilw,Nicholas Kelley,1998-07-03,F,,UX Designer,92921.0,,"family,wellness",,,262.39,
959,E1289,shawn00@example.net,1XRVLY91wF,Lorraine Gibbs,1994-10-05,F,"Philadelphia, PA",,79793.0,2.0,"active,fitness",,Silver,206.9,
960,E1298,aarongonzalez@example.com,DgqzZLCOTg,Bradley Moore,1999-01-19,F,"Fort Wayne, IN",Data Analyst,,2.0,"family,wellness",Life,Gold,,58.89
961,E7361,melaniejennings@example.com,gbeDwNRbQ2,,1990-05-09,M,"Hartford, CT",Project Coordinator,47191.0,3.0,"mental_health,yoga",,,,329.34
962,E4872,graceserrano@example.com,QJXY7LBCzR,,1992-06-09,F,"Omaha, NE",UX Designer,83951.0,,,,Bronze,,
963,E1119,kduffy@example.org,ermdMD62tk,Alexander Hansen,1994-12-12,M,"Fort Wayne, IN",Project Coordinator,82209.0,0.0,"remote,eco",,Bronze,276.83,
964,E8159,rebeccamccann@example.org,1xJ0jy0bGl,Samuel Williams,,Non-Binary,"Hartford, CT",UX Designer,,3.0,,Dental,Silver,,
965,E3606,jburke@example.org,Zyf7gLFYPI,Carolyn Bradley,1991-04-17,Non-Binary,"Hartford, CT",UX Designer,62308.0,2.0,"remote,eco",,,,84.14
966,E9721,higginsryan@example.com,Q2W5Svfny6,Kathleen Walker,1999-06-19,Non-Binary,,Project Coordinator,51571.0,1.0,"tech,gadget",Vision,Gold,,
967,E2220,jamesatkins@example.com,qQHpmpurd5,,1992-02-21,,,Data Analyst,70879.0,3.0,"active,fitness",Health,,,
968,E7114,carolcarney@example.com,aEAPES1eOA,,1990-02-07,,"Chicago, IL",Marketing Associate,,3.0,,,Gold,,
969,E2365,anthonycherry@example.org,zcuT5RWoMR,,2005-08-06,,"Chicago, IL",Marketing Associate,,2.0,"active,fitness",,,48.67,
970,E7506,emiller@example.org,IjLzD9aDrl,,1995-06-13,M,"Hartford, CT",UX Designer,71314.0,,"travel,adventure",Health,,,352.69
971,E4799,jennifererickson@example.net,mXxIoWG0tm,Angel Hawkins,2001-12-09,M,,UX Designer,,2.0,"mental_health,yoga",,Silver,112.15,
972,E9897,cookjimmy@example.com,pmfKvxG8OL,Teresa Coffey DDS,2000-09-12,M,"Chicago, IL",Marketing Associate,50337.0,,"remote,eco",Life,,98.49,
973,E7425,smithwilliam@example.com,qIZoWOOJLu,,1998-01-19,,"Chicago, IL",Marketing Associate,88727.0,,,Vision,Platinum,,78.01
974,E4872,carpenterjorge@example.net,coolqLYAV1,Gerald Mcdonald Jr.,1998-02-13,F,"Omaha, NE",,,2.0,"active,fitness",Life,Silver,176.18,185.46
975,E5743,hthomas@example.com,kEdDMX2L58,Carl Savage,2001-01-01,F,"Hartford, CT",,76727.0,3.0,"travel,adventure",,,,108.25
976,E4442,julie64@example.com,sGvr8RbWnL,,1999-05-20,Non-Binary,"Omaha, NE",Data Analyst,69835.0,1.0,"tech,gadget",,Silver,,268.68
977,E8220,ryan25@example.net,4DCMxDcWPn,Pamela Hernandez DVM,,M,,Project Coordinator,,,"travel,adventure",,,,238.87
978,E3751,jbrown@example.org,smkomR8Xpd,Andrew Green,1992-11-01,,,Marketing Associate,46804.0,3.0,"remote,eco",,Gold,,
979,E3303,fgraham@example.org,MtfiGvpET1,,2005-08-13,,"Chicago, IL",Financial Advisor,,0.0,"tech,gadget",Disability,,,100.11
980,E6308,uvasquez@example.org,pCAWtixvZb,Brandon Oneill,1997-07-07,Non-Binary,"Chicago, IL",,59987.0,,"mental_health,yoga",,Bronze,,
981,E4421,marybrady@example.com,8LXKQiIZEK,Mary Lewis,,Non-Binary,,Software Engineer,,,"active,fitness",,,,113.96
982,E1108,foxashley@example.com,EabufSclHF,Danielle Jimenez,,,"Fort Wayne, IN",Project Coordinator,50391.0,3.0,"remote,eco",,Platinum,207.81,69.44
983,E7648,clayanthony@example.net,Ai3DuPVbXg,Mrs. Jacqueline Hickman,1997-02-05,Non-Binary,,,,3.0,,Disability,,,
984,E4897,hooderic@example.org,SJnzITPaBd,Michael Castillo,1993-10-27,,"Fort Wayne, IN",Data Analyst,88493.0,0.0,,,Bronze,164.01,391.4
985,E1453,brooke05@example.org,NiweKich2J,,2004-03-26,,"Fort Wayne, IN",Marketing Associate,62606.0,1.0,"family,wellness",Dental,,290.46,
986,E3046,jasonwilliams@example.net,eB1nZMPCfs,Robert Manning,1988-06-07,F,"Hartford, CT",Data Analyst,65301.0,2.0,"travel,adventure",,,192.35,240.89
987,E3913,qdavis@example.org,tPK89Y6EUC,,2002-06-26,F,,Project Coordinator,86265.0,2.0,"travel,adventure",Dental,,59.79,313.44
988,E4650,phelpsfrank@example.com,5H3RPc1kN6,Paul Valdez,2005-02-09,F,"Philadelphia, PA",Software Engineer,83088.0,0.0,,,,,
989,E3749,evanslaurie@example.net,zySXS1iixq,Emily Cohen,,,"Chicago, IL",Project Coordinator,86256.0,0.0,"mental_health,yoga",Health,Bronze,,
990,E9050,michaeldavis@example.com,93vAKYa4aO,,,Non-Binary,"Fort Wayne, IN",Financial Advisor,,,"family,wellness",Dental,Gold,214.79,
991,E2350,madams@example.com,wp3MbYkkBX,Jay Richardson,2004-08-20,Non-Binary,"Hartford, CT",Data Analyst,54388.0,0.0,"tech,gadget",,,263.46,
992,E9009,ryansimmons@example.org,p1VTuuqQ8d,Valerie Rhodes,,,"Chicago, IL",Software Engineer,,3.0,"remote,eco",Vision,Silver,,251.1
993,E5541,sarahrose@example.net,u2nVXQL3lY,Donna Kim,,F,"Fort Wayne, IN",,,,,,,,
994,E5802,ievans@example.net,WE7qbOKIxm,Sarah Mills,,,"Philadelphia, PA",Data Analyst,,1.0,"active,fitness",,,,255.72
995,E1857,ashley81@example.org,rjj5P0RRt8,Kayla Gutierrez,,Non-Binary,"Omaha, NE",,60241.0,0.0,,Health,Gold,124.31,
996,E5160,kguerrero@example.com,7WeNT3EhvS,Kevin Mack,2004-12-18,F,"Hartford, CT",,78746.0,1.0,,,,260.06,355.41
997,E8087,wilsondorothy@example.org,puia3XaDB8,,1988-12-06,M,"Chicago, IL",Financial Advisor,88754.0,3.0,"active,fitness",Dental,,,
998,E1723,tmcdowell@example.com,f6sWWAUg2d,Jordan Santiago,,Non-Binary,,,63418.0,3.0,"travel,adventure",Disability,Platinum,157.75,173.31
999,E6787,matthew23@example.org,7A7McwOcQL,William Green,1996-12-22,Non-Binary,"Hartford, CT",,76402.0,,"active,fitness",,,,
1000,E8636,hamiltonandrew@example.com,HoUUTXb9Io,,1996-12-23,Non-Binary,"Chicago, IL",Financial Advisor,,2.0,"mental_health,yoga",,,,234.4
